tank_shell,metal,maps/zombie/fx_tesla_impact_default
tank_shell,mud,maps/zombie/fx_tesla_impact_default
tank_shell,paper,maps/zombie/fx_tesla_impact_default
tank_shell,plaster,maps/zombie/fx_tesla_impact_default
tank_shell,rock,maps/zombie/fx_tesla_impact_default
tank_shell,sand,maps/zombie/fx_tesla_impact_default
tank_shell,snow,maps/zombie/fx_tesla_impact_default
tank_shell,water,maps/zombie/fx_tesla_impact_water
tank_shell,wood,maps/zombie/fx_tesla_impact_wood
tank_shell,asphalt,maps/zombie/fx_tesla_impact_default
tank_shell,ceramic,maps/zombie/fx_tesla_impact_default
tank_shell,plastic,maps/zombie/fx_tesla_impact_default
tank_shell,rubber,impacts/default_hit
tank_shell,cushion,impacts/fx_cushion_hit
tank_shell,fruit,impacts/default_hit
tank_shell,paintedmetal,maps/zombie/fx_tesla_impact_default
tank_shell,player,maps/zombie/fx_tesla_impact_default
tank_shell,tallgrass,maps/zombie/fx_tesla_impact_default
